ID	Symbol	StartDate	Size(MB)	Description	Exchange	Industry	Sector
2203	SEAS	4/19/2013	12.78	"SeaWorld Entertainment, Inc."	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
2204	SEB	1/2/1998	14.19	"Seaboard Corporation"	AMEX	"Investment Bankers/Brokers/Service"	"Finance"
2205	SEE	1/2/1998	68.85	"Sealed Air Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
2206	SEIC	1/2/1998	63.86	"SEI Investments Company"	NASDAQ	"Investment Bankers/Brokers/Service"	"Finance"
2207	SEM	9/25/2009	22.68	"Select Medical Holdings Corporation"	NYSE	"Hospital/Nursing Management"	"Health Care"
2208	SEMG	11/11/2010	17.81	"Semgroup Corporation"	NYSE	"Oilfield Services/Equipment"	"Energy"
2209	SENEA	6/8/1998	5.29	"Seneca Foods Corp."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2210	SF	1/2/1998	34.09	"Stifel Financial Corporation"	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
2211	SFE	1/2/1998	37.74	"Safeguard Scientifics, Inc."	NYSE	"Finance/Investors Services"	"Finance"
2212	SFL	6/17/2004	43.22	"Ship Finance International Limited"	NYSE	"Marine Transportation"	"Transportation"
2213	SFLY	9/29/2006	32.47	"Shutterfly, Inc."	NASDAQ	"Other Consumer Services"	"Miscellaneous"
2214	SFN	1/18/2013	0.63	"Stifel Financial Corporation"	NYSE	"Investment Bankers/Brokers/Service"	"Finance"
2215	SFNC	8/1/2003	12.49	"Simmons First National Corporation"	NASDAQ	"Major Banks"	"Finance"
2216	SGA	1/20/2004	5.67	"Saga Communications, Inc."	AMEX	"Broadcasting"	"Consumer Services"
2217	SGEN	3/9/2001	43.95	"Seattle Genetics, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2218	SGI	5/18/2009	20.11	"Silicon Graphics International Corp"	NASDAQ	"Computer Manufacturing"	"Technology"
2219	SGMO	4/6/2000	34.73	"Sangamo BioSciences, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2220	SGMS	1/29/2002	51.17	"Scientific Games Corp"	NASDAQ	"EDP Services"	"Technology"
2221	SGNT	4/20/2011	11.18	"Sagent Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2222	SGY	1/2/1998	57.99	"Stone Energy Corporation"	NYSE	"Oil & Gas Production"	"Energy"
2223	SGYP	11/19/2008	14.77	"Synergy Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2224	SHBI	2/4/2002	3.4	"Shore Bancshares Inc"	NASDAQ	"Major Banks"	"Finance"
2225	SHEN	5/9/2002	14.37	"Shenandoah Telecommunications Co"	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
2226	SHLD	3/28/2005	47.96	"Sears Holdings Corporation"	NASDAQ	"Department/Specialty Retail Stores"	"Consumer Services"
2227	SHLM	1/2/1998	40.64	"A. Schulman, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
2228	SHLO	1/5/1998	7.28	"Shiloh Industries, Inc."	NASDAQ	"Industrial Specialties"	"Capital Goods"
2229	SHO	10/21/2004	47.13	"Sunstone Hotel Investors, Inc."	NYSE	"Hotels/Resorts"	"Consumer Services"
2230	SHOO	1/2/1998	46.04	"Steven Madden, Ltd."	NASDAQ	"Shoe Manufacturing"	"Consumer Non-Durables"
2231	SHOR	7/3/2007	20.5	"ShoreTel, Inc."	NASDAQ	"Telecommunications Equipment"	"Public Utilities"
2232	SHOS	10/12/2012	5.72	"Sears Hometown and Outlet Stores, Inc."	NASDAQ	"Department/Specialty Retail Stores"	"Consumer Services"
2233	SHW	1/2/1998	70.94	"Sherwin-Williams Company (The)"	NYSE	"RETAIL: Building Materials"	"Consumer Services"
2234	SIG	11/16/2004	32.16	"Signet Jewelers Limited"	NYSE	"Consumer Specialties"	"Consumer Services"
2235	SIGA	1/2/1998	20.91	"SIGA Technologies Inc."	NASDAQ	"Biotechnology"	"Healthcare"
2236	SIGI	1/2/1998	37.16	"Selective Insurance Group, Inc."	NASDAQ	"Property-Casualty Insurers"	"Finance"
2237	SIGM	1/2/1998	41.43	"Sigma Designs, Inc."	NASDAQ	"Semiconductors"	"Technology"
2238	SIL	4/20/2010	12.21	"Global X Silver Miners ETF"	NYSE	""	""
2239	SIR	3/7/2012	12.44	"Select Income REIT"	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
2240	SIRI	1/12/2000	84.98	"Sirius XM Holdings Inc."	NASDAQ	"Broadcasting"	"Consumer Services"
2241	SIVB	1/2/1998	56.87	"SVB Financial Group"	NASDAQ	"Major Banks"	"Finance"
2242	SIX	6/21/2010	20.3	"Six Flags Entertainment Corporation New"	NYSE	"Services-Misc. Amusement & Recreation"	"Consumer Services"
2243	SJI	1/2/1998	32.86	"South Jersey Industries, Inc."	NYSE	"Oil/Gas Transmission"	"Public Utilities"
2244	SJM	8/29/2000	52.89	"J.M. Smucker Company (The)"	NYSE	"Packaged Foods"	"Consumer Non-Durables"
2245	SJW	11/14/2005	13.38	"SJW Corporation"	NYSE	"Water Supply"	"Public Utilities"
2246	SKT	1/2/1998	47.27	"Tanger Factory Outlet Centers, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2247	SKUL	7/20/2011	13.11	"Skullcandy, Inc."	NASDAQ	"Consumer Electronics/Appliances"	"Consumer Non-Durables"
2248	SKX	6/9/1999	59.26	"Skechers U.S.A., Inc."	NYSE	"Shoe Manufacturing"	"Consumer Non-Durables"
2249	SKY	1/2/1998	12.57	"Skyline Corporation"	AMEX	"Homebuilding"	"Basic Industries"
2250	SKYW	1/2/1998	58.43	"SkyWest, Inc."	NASDAQ	"Air Freight/Delivery Services"	"Transportation"
2251	SLAB	3/24/2000	56.14	"Silicon Laboratories, Inc."	NASDAQ	"Semiconductors"	"Technology"
2252	SLB	1/2/1998	85.28	"Schlumberger N.V."	NYSE	"Oilfield Services/Equipment"	"Energy"
2253	SLCA	2/1/2012	18.09	"U.S. Silica Holdings, Inc."	NYSE	"Mining & Quarrying of Nonmetallic Minerals (No Fuels)"	"Basic Industries"
2254	SLG	1/2/1998	53.79	"SL Green Realty Corporation"	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2255	SLGN	1/2/1998	38.44	"Silgan Holdings Inc."	NASDAQ	"Containers/Packaging"	"Consumer Durables"
2256	SLM	1/2/1998	76.29	"SLM Corporation"	NASDAQ	"Finance: Consumer Services"	"Finance"
2257	SLRC	2/9/2010	17.23	"Solar Capital Ltd."	NASDAQ	""	""
2258	SM	11/20/2002	51.89	"SM Energy Company"	NYSE	"Oil & Gas Production"	"Energy"
2259	SMCI	3/29/2007	23.22	"Super Micro Computer, Inc."	NASDAQ	"Computer Manufacturing"	"Technology"
2260	SMG	1/2/1998	50.82	"Scotts Miracle-Gro Company (The)"	NYSE	"Agricultural Chemicals"	"Basic Industries"
2261	SMP	1/2/1998	27.14	"Standard Motor Products, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2262	SMRT	1/2/1998	37.72	"Stein Mart, Inc."	NASDAQ	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
2263	SMSI	1/2/1998	29.33	"Smith Micro Software, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2264	SMTC	1/2/1998	64.46	"Semtech Corporation"	NASDAQ	"Semiconductors"	"Technology"
2265	SN	12/15/2011	16.28	"Sanchez Energy Corporation"	NYSE	"Oil & Gas Production"	"Energy"
2266	SNA	1/2/1998	56.37	"Snap-On Incorporated"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2267	SNAK	10/11/1999	10.17	"Inventure Foods, Inc."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2268	SNBC	1/2/1998	13.82	"Sun Bancorp, Inc."	NASDAQ	"Commercial Banks"	"Finance"
2269	SNCR	6/15/2006	30.87	"Synchronoss Technologies, Inc."	NASDAQ	"EDP Services"	"Technology"
2270	SNH	2/23/2000	58.2	"Senior Housing Properties Trust"	NASDAQ	"Real Estate Investment Trusts"	"Consumer Services"
2271	SNHY	5/10/2002	20.03	"Sun Hydraulics Corporation"	NASDAQ	"Metal Fabrications"	"Capital Goods"
2272	SNI	7/1/2008	32.89	"Scripps Networks Interactive, Inc"	NASDAQ	"Television Services"	"Consumer Services"
2273	SNMX	6/22/2004	22.29	"Senomyx, Inc."	NASDAQ	"Biotechnology: Commercial Physical & Biological Resarch"	"Health Care"
2274	SNPS	1/2/1998	72.24	"Synopsys, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2275	SNSS	9/27/2005	18.45	"Sunesis Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2276	SNTA	2/6/2007	22.14	"Synta Pharmaceuticals Corp."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2277	SNV	1/2/1998	68.68	"Synovus Financial Corp."	NYSE	"Major Banks"	"Finance"
2278	SNX	11/25/2003	31.72	"Synnex Corporation"	NYSE	"Retail: Computer Software & Peripheral Equipment"	"Technology"
2279	SO	1/2/1998	79.36	"Southern Company (The)"	NYSE	"Electric Utilities: Central"	"Public Utilities"
2280	SOHU	7/12/2000	55.1	"Sohu.com Inc."	NASDAQ	"EDP Services"	"Technology"
2281	SON	1/2/1998	55.14	"Sonoco Products Company"	NYSE	"Containers/Packaging"	"Consumer Durables"
2282	SONC	1/2/1998	57.77	"Sonic Corp."	NASDAQ	"Restaurants"	"Consumer Services"
2283	SONS	9/13/2004	44.28	"Sonus Networks, Inc."	NASDAQ	"EDP Services"	"Technology"
2284	SPA	1/2/1998	6.37	"Sparton Corporation"	NYSE	"Electrical Products"	"Technology"
2285	SPAR	1/2/1998	27.64	"Spartan Motors, Inc."	NASDAQ	"Auto Manufacturing"	"Capital Goods"
2286	SPB	3/18/2010	15.91	"Spectrum Brands Holdings, Inc."	NYSE	"Industrial Machinery/Components"	"Miscellaneous"
2287	SPG	1/2/1998	68.99	"Simon Property Group, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2288	SPLK	4/19/2012	18.17	"Splunk Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2289	SPLS	1/2/1998	88.21	"Staples, Inc."	NASDAQ	"Other Specialty Stores"	"Consumer Services"
2290	SPN	5/15/2001	55.9	"Superior Energy Services, Inc."	NYSE	"Oilfield Services/Equipment"	"Energy"
2291	SPNC	1/2/1998	29.95	"The Spectranetics Corporation"	NASDAQ	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
2292	SPNS	4/1/1999	7.32	"Sapiens International Corporation N.V."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2293	SPPI	12/11/2002	36.51	"Spectrum Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2294	SPR	11/28/2006	39.45	"Spirit Aerosystems Holdings, Inc."	NYSE	"Military/Government/Technical"	"Capital Goods"
2295	SPRT	7/19/2000	27.28	"support.com, Inc."	NASDAQ	"EDP Services"	"Technology"
2296	SPSC	4/22/2010	8.36	"SPS Commerce, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2297	SPTN	8/2/2000	30.14	"SpartanNash Company"	NASDAQ	"Food Distributors"	"Consumer Non-Durables"
2298	SPWR	11/17/2005	45.93	"SunPower Corporation"	NASDAQ	"Semiconductors"	"Technology"
2299	SQI	9/24/2010	9.89	"SciQuest, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2300	SQNM	2/1/2000	43.12	"Sequenom, Inc."	NASDAQ	"Industrial Machinery/Components"	"Capital Goods"
2301	SR	1/2/1998	23.62	"Spire Inc."	NYSE	"Oil/Gas Transmission"	"Public Utilities"
2302	SRC	9/20/2012	16.05	"Spirit Realty Capital, Inc."	NYSE	"Building operators"	"Consumer Services"
2303	SRCE	1/2/1998	12.45	"1st Source Corporation"	NASDAQ	"Major Banks"	"Finance"
2304	SRCL	1/2/1998	56.89	"Stericycle, Inc."	NASDAQ	"Environmental Services"	"Basic Industries"
2305	SRDX	3/4/1998	30.95	"SurModics, Inc."	NASDAQ	"Medical/Dental Instruments"	"Health Care"
2306	SRE	6/29/1998	71.1	"Sempra Energy"	NYSE	"Natural Gas Distribution"	"Public Utilities"
2307	SREV	3/25/2011	16.45	"ServiceSource International, Inc."	NASDAQ	"Business Services"	"Miscellaneous"
2308	SRI	1/2/1998	22.39	"Stoneridge, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2309	SRPT	1/2/1998	44.32	"Sarepta Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2310	SRT	1/5/1998	15.78	"StarTek, Inc."	NYSE	"Professional Services"	"Technology"
2311	SSD	1/2/1998	38.29	"Simpson Manufacturing Company, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2312	SSI	3/16/2006	36.3	"Stage Stores, Inc."	NYSE	"Clothing/Shoe/Accessory Stores"	"Consumer Services"
2313	SSNC	3/31/2010	16.69	"SS&C Technologies Holdings, Inc."	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2314	SSNI	3/13/2013	8.88	"Silver Spring Networks, Inc."	NYSE	"Computer Communications Equipment"	"Technology"
2315	SSP	1/2/1998	49.71	"E.W. Scripps Company (The)"	NYSE	"Broadcasting"	"Consumer Services"
2316	SSS	1/2/1998	34.45	"Sovran Self Storage, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2317	SSTK	10/11/2012	9.58	"Shutterstock, Inc."	NYSE	"EDP Services"	"Technology"
2318	SSYS	1/2/1998	43.08	"Stratasys, Ltd."	NASDAQ	"Computer peripheral equipment"	"Technology"
2319	STAA	1/2/1998	22.36	"STAAR Surgical Company"	NASDAQ	"Ophthalmic Goods"	"Health Care"
2320	STAG	4/15/2011	14.96	"Stag Industrial, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2321	STAR	11/30/2006	32.3	"iStar Financial Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2322	STBA	1/2/1998	23.45	"S&T Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2323	STBZ	1/27/2011	8.59	"State Bank Financial Corporation."	NASDAQ	"Major Banks"	"Finance"
2324	STC	1/2/1998	33.18	"Stewart Information Services Corporation"	NYSE	"Specialty Insurers"	"Finance"
2325	STE	12/1/1998	55.35	"STERIS plc"	NYSE	"Industrial Specialties"	"Health Care"
2326	STEM	5/25/2000	37.72	"StemCells, Inc."	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2327	STFC	1/2/1998	17.51	"State Auto Financial Corporation"	NASDAQ	"Property-Casualty Insurers"	"Finance"
2328	STI	1/2/1998	75.62	"SunTrust Banks, Inc."	NYSE	"Major Banks"	"Finance"
2329	STJ	1/2/1998	73.06	"St. Jude Medical, Inc."	NYSE	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
2330	STL	1/8/1999	27.82	"Sterling Bancorp"	NYSE	"Major Banks"	"Finance"
2331	STLD	1/2/1998	67.19	"Steel Dynamics, Inc."	NASDAQ	"Steel/Iron Ore"	"Basic Industries"
2332	STLY	1/2/1998	10.83	"Stanley Furniture Company, Inc."	NASDAQ	"Home Furnishings"	"Consumer Durables"
2333	STML	1/29/2013	6.07	"Stemline Therapeutics, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2334	STMP	6/25/1999	38.12	"Stamps.com Inc."	NASDAQ	"Business Services"	"Miscellaneous"
2335	STNG	3/31/2010	18.37	"Scorpio Tankers Inc."	NYSE	"Marine Transportation"	"Transportation"
2336	STR	1/2/1998	64.97	"Questar Corporation"	NYSE	"Oil & Gas Production"	"Public Utilities"
2337	STRA	1/2/1998	36.99	"Strayer Education, Inc."	NASDAQ	"Other Consumer Services"	"Consumer Services"
2338	STRI	11/6/2009	13.03	"STR Holdings, Inc Common Stock"	NYSE	"Rubber & Plastics"	"Consumer Goods"
2339	STRL	1/2/1998	21.73	"Sterling Construction Company Inc"	NASDAQ	"Military/Government/Technical"	"Basic Industries"
2340	STRS	5/18/1998	1.83	"Stratus Properties, Inc."	NASDAQ	"Homebuilding"	"Consumer Services"
2341	STRZA	4/26/2007	37.24	"Starz"	NASDAQ	"Television Services"	"Consumer Services"
2342	STT	1/2/1998	75.74	"State Street Corporation"	NYSE	"Major Banks"	"Finance"
2343	STWD	8/12/2009	27.92	"STARWOOD PROPERTY TRUST, INC."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2344	STX	12/11/2002	63.14	"Seagate Technology PLC"	NASDAQ	"Electronic Components"	"Technology"
2345	STXS	8/12/2004	22.36	"Stereotaxis, Inc."	NASDAQ	"Biotechnology: Electromedical & Electrotherapeutic Apparatus"	"Health Care"
2346	STZ	9/20/2000	63.44	"Constellation Brands Inc"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
2347	SUI	1/2/1998	33.94	"Sun Communities, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2348	SUMR	3/7/2007	5.23	"Summer Infant, Inc."	NASDAQ	"Miscellaneous manufacturing industries"	"Consumer Durables"
2349	SUN	9/20/2012	7.36	"Sunoco LP"	NYSE	"Oil Refining/Marketing"	"Energy"
2350	SUNS	2/25/2011	4.32	"Solar Senior Capital Ltd."	NASDAQ	""	""
2351	SUP	1/2/1998	41.58	"Superior Industries International, Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2352	SUPN	5/1/2012	11.52	"Supernus Pharmaceuticals, Inc."	NASDAQ	"Major Pharmaceuticals"	"Health Care"
2353	SVU	1/2/1998	69.52	"SuperValu Inc."	NYSE	"Food Chains"	"Consumer Services"
2354	SVVC	4/28/2011	3.9	"Firsthand Technology Value Fund, Inc."	NASDAQ	""	""
2355	SWC	6/26/2001	55.2	"Stillwater Mining Company"	NYSE	"Precious Metals"	"Basic Industries"
2356	SWFT	12/16/2010	23.09	"Swift Transportation Company"	NYSE	"Trucking Freight/Courier Services"	"Transportation"
2357	SWHC	7/20/2006	37.22	"Smith & Wesson Holding Corporation"	NASDAQ	"Ordnance And Accessories"	"Capital Goods"
2358	SWK	1/2/1998	65.08	"Stanley Black & Decker, Inc."	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2359	SWKS	6/26/2002	64.97	"Skyworks Solutions, Inc."	NASDAQ	"Semiconductors"	"Technology"
2360	SWM	1/2/1998	31.36	"Schweitzer-Mauduit International, Inc."	NYSE	"Paper"	"Basic Industries"
2361	SWN	1/2/1998	60.41	"Southwestern Energy Company"	NYSE	"Oil & Gas Production"	"Energy"
2362	SWX	1/2/1998	40.33	"Southwest Gas Corporation"	NYSE	"Oil & Gas Production"	"Public Utilities"
2363	SXC	7/21/2011	17.49	"SunCoke Energy, Inc."	NYSE	"Steel/Iron Ore"	"Basic Industries"
2364	SXE	11/2/2012	4.79	"Southcross Energy Partners, L.P."	NYSE	"Natural Gas Distribution"	"Public Utilities"
2365	SXI	1/2/1998	17.22	"Standex International Corporation"	NYSE	"Industrial Machinery/Components"	"Technology"
2366	SXT	11/6/2000	44.46	"Sensient Technologies Corporation"	NYSE	"Major Chemicals"	"Basic Industries"
2367	SYBT	7/27/2005	8.62	"Stock Yards Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2368	SYK	1/2/1998	69.37	"Stryker Corporation"	NYSE	"Medical/Dental Instruments"	"Health Care"
2369	SYKE	1/2/1998	41.59	"Sykes Enterprises, Incorporated"	NASDAQ	"EDP Services"	"Technology"
2370	SYMC	1/2/1998	86.73	"Symantec Corporation"	NASDAQ	"Computer Software: Prepackaged Software"	"Technology"
2371	SYMX	8/8/2007	8.18	"Synthesis Energy Systems, Inc."	NASDAQ	"Major Chemicals"	"Basic Industries"
2372	SYNA	1/29/2002	52.13	"Synaptics Incorporated"	NASDAQ	"EDP Services"	"Technology"
2373	SYNT	1/2/1998	31.87	"Syntel, Inc."	NASDAQ	"EDP Services"	"Technology"
2374	SYRG	9/23/2008	14.12	"Synergy Resources Corporation"	AMEX	"Oil & Gas Production"	"Energy"
2375	SYUT	3/13/2007	7.89	"Synutra International, Inc."	NASDAQ	"Packaged Foods"	"Consumer Non-Durables"
2376	SYX	5/19/1999	19.84	"Systemax Inc."	NYSE	"Catalog/Specialty Distribution"	"Consumer Services"
2377	SYY	1/2/1998	76.41	"Sysco Corporation"	NYSE	"Food Distributors"	"Consumer Non-Durables"
2378	T	1/2/1998	90.23	"AT&T Inc."	NYSE	"Telecommunications Equipment"	"Public Utilities"
2379	TAHO	5/8/2012	11.55	"Tahoe Resources, Inc."	NYSE	"Precious Metals"	"Basic Industries"
2380	TAL	10/12/2005	28.72	"TAL International Group/Inc"	NYSE	""	""
2381	TAP	2/9/2005	47.57	"Molson Coors Brewing  Company"	NYSE	"Beverages (Production/Distribution)"	"Consumer Non-Durables"
2382	TASR	6/19/2001	51.78	"TASER International, Inc."	NASDAQ	"Ordnance And Accessories"	"Capital Goods"
2383	TAST	12/15/2006	15.41	"Carrols Restaurant Group, Inc."	NASDAQ	"Restaurants"	"Consumer Services"
2384	TAX	7/2/2012	2.38	"Liberty Tax, Inc."	NASDAQ	"Multi-Sector Companies"	"Miscellaneous"
2385	TBBK	2/3/2004	16.53	"The Bancorp, Inc."	NASDAQ	"Major Banks"	"Finance"
2386	TBI	12/18/2007	24.99	"TrueBlue, Inc."	NYSE	"Professional Services"	"Technology"
2387	TBNK	7/13/2009	4.65	"Territorial Bancorp Inc."	NASDAQ	"Savings Institutions"	"Finance"
2388	TCAP	2/22/2007	15.88	"Triangle Capital Corporation"	NYSE	""	""
2389	TCB	1/2/1998	65.68	"TCF Financial Corporation"	NYSE	"Major Banks"	"Finance"
2390	TCBI	8/14/2003	34.99	"Texas Capital Bancshares, Inc."	NASDAQ	"Major Banks"	"Finance"
2391	TCBK	2/4/2002	12.41	"TriCo Bancshares"	NASDAQ	"Major Banks"	"Finance"
2392	TCI	1/2/1998	1.13	"Transcontinental Realty Investors, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2393	TCO	1/2/1998	50.81	"Taubman Centers, Inc."	NYSE	"Real Estate Investment Trusts"	"Consumer Services"
2394	TCPC	4/4/2012	9.27	"TCP Capital Corp."	NASDAQ	""	""
2395	TCRD	4/22/2010	10.92	"THL Credit, Inc."	NASDAQ	""	""
2396	TDC	10/1/2007	38.2	"Teradata Corporation"	NYSE	"Computer Manufacturing"	"Technology"
2397	TDG	3/15/2006	34.31	"Transdigm Group Incorporated"	NYSE	"Military/Government/Technical"	"Capital Goods"
2398	TDS	1/2/1998	57.24	"Telephone and Data Systems, Inc."	NYSE	"Telecommunications Equipment"	"Public Utilities"
2399	TDW	1/2/1998	70.76	"Tidewater Inc."	NYSE	"Marine Transportation"	"Consumer Services"
2400	TDY	11/30/1999	40.38	"Teledyne Technologies Incorporated"	NYSE	"Industrial Machinery/Components"	"Capital Goods"
2401	TE	1/2/1998	71.38	"TECO Energy, Inc. Common Stock"	NYSE	"Electric Utilities"	"Utilities"
2402	TEAR	1/16/2009	8.57	"TearLab Corporation"	NASDAQ	"Medical/Dental Instruments"	"Health Care"
2403	TECD	1/2/1998	63.2	"Tech Data Corporation"	NASDAQ	"Retail: Computer Software & Peripheral Equipment"	"Technology"
2404	TECH	1/2/1998	43.22	"Bio-Techne Corp"	NASDAQ	"Biotechnology: Biological Products (No Diagnostic Substances)"	"Health Care"
2405	TEL	7/2/2007	39.58	"TE Connectivity Ltd."	NYSE	"Electronic Components"	"Consumer Non-Durables"
2406	TEN	1/2/1998	54.64	"Tenneco Inc."	NYSE	"Auto Parts:O.E.M."	"Capital Goods"
2407	TER	1/2/1998	81.13	"Teradyne, Inc."	NYSE	"Electrical Products"	"Capital Goods"
2408	TESO	4/2/2007	25.44	"Tesco Corporation"	NASDAQ	"Metal Fabrications"	"Energy"
2409	TESS	1/2/1998	9.06	"TESSCO Technologies Incorporated"	NASDAQ	"Electronic Components"	"Consumer Non-Durables"
2410	TEVA	8/23/1999	73.04	"Teva Pharmaceutical Industries Limited"	NYSE	"Major Pharmaceuticals"	"Health Care"
2411	TEX	1/2/1998	62.1	"Terex Corporation"	NYSE	"Construction/Ag Equipment/Trucks"	"Capital Goods"
2412	TFSL	4/23/2007	29.33	"TFS Financial Corporation"	NASDAQ	"Savings Institutions"	"Finance"
2413	TFX	1/2/1998	46.31	"Teleflex Incorporated"	NYSE	"Medical/Dental Instruments"	"Health Care"
2414	TG	1/2/1998	32.74	"Tredegar Corporation"	NYSE	"Metal Fabrications"	"Capital Goods"
2415	TGH	10/10/2007	21.05	"Textainer Group Holdings Limited"	NYSE	"Diversified Commercial Services"	"Technology"
2416	TGI	1/2/1998	41.91	"Triumph Group, Inc."	NYSE	"Aerospace"	"Capital Goods"
2417	TGNA	1/2/1998	76.01	"TEGNA Inc."	NYSE	"Broadcasting"	"Consumer Services"
2418	TGT	1/31/2000	73.69	"Target Corporation"	NYSE	"Department/Specialty Retail Stores"	"Consumer Services"
